order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount,revenue,cost,profit,order_status
O004729,2023-12-31,C00450,P0077,S002,4,1062.2632578399298,0.4,2549.431818815832,422.0075235857207,861.4017244729487,Completed
O004730,2023-07-08,C00206,P0005,S006,5,1681.028619178414,0.0,8405.14309589207,532.2965115850056,5743.660537967042,Returned
O004731,2023-12-07,C00183,P0004,S012,7,1535.1623392347294,0.1,9671.522737178797,705.0742422594221,4736.00304136284,Returned
O004732,2025-11-28,C00743,P0018,S025,1,813.62745595867,0.3,569.5392191710689,790.4735060655274,-220.93428689445847,Completed
O004733,2024-08-19,C00496,P0044,S004,2,561.6229568935612,0.3,786.2721396509857,787.9209954270376,-789.5698512030896,Completed
O004735,2025-04-17,C00349,P0070,S003,3,1688.8437954775063,0.0,5066.53138643252,959.5815292476168,2187.786798689669,Returned
O004736,2024-02-19,C00503,P0047,S001,4,1531.4392275203684,0.1,5513.181219073326,836.7729310839944,2166.089494737349,Completed
O004739,2025-01-02,C00517,P0037,S015,2,1562.687851129848,0.0,3125.375702259696,445.0739738261109,1341.1366527644846,Completed
O004740,2024-05-22,C00285,P0013,S004,4,1542.7386513719466,0.0,6170.9546054877865,378.7947359883192,4655.77566153451,Completed
O004741,2023-05-22,C00748,P0005,S009,7,1681.028619178414,0.0,11767.2003342489,532.2965115850056,8041.124753153859,Returned
O004742,2023-09-25,C00085,P0037,S005,2,1562.687851129848,0.1,2812.8381320337267,445.0739738261109,1922.6901843815049,Returned
O004743,2023-05-04,C00490,P0037,S001,5,1562.687851129848,0.1,7032.095330084317,445.0739738261109,4806.725460953761,Returned
O004745,2023-08-18,C00175,P0093,S001,2,1713.5477437053562,0.1,3084.3859386696413,740.6553492678091,1603.075240134023,Returned
O004746,2024-11-02,C00744,P0070,S003,3,1688.8437954775063,0.0,5066.53138643252,959.5815292476168,2187.786798689669,Returned
O004747,2022-12-21,C00649,P0097,S002,5,1686.8417237351211,0.0,8434.208618675606,849.7825340575203,4185.295948388005,Completed
O004748,2022-10-07,C00164,P0070,S005,8,1688.8437954775063,0.0,13510.750363820052,959.5815292476168,5834.098129839118,Completed
O004749,2023-10-06,C00217,P0035,S006,5,1769.129510127903,0.0,8845.647550639515,859.3103436057877,4549.095832610576,Completed
O004751,2024-07-17,C00476,P0062,S006,1,828.1346073981832,0.4,496.8807644389099,392.3359149032437,-104.54484953566624,Returned
O004752,2024-03-10,C00591,P0065,S005,2,1655.8633369650167,0.0,3311.726673930033,1039.0832069034636,1233.5602601231062,Completed
O004753,2022-07-22,C00504,P0005,S006,4,1681.028619178414,0.1,6051.703029042291,532.2965115850056,3922.516982702268,Returned
O004754,2024-03-29,C00258,P0105,S004,1,1181.886115658219,0.0,1181.886115658219,940.780496023066,241.10561963515303,Returned
O004755,2024-03-18,C00756,P0094,S005,2,1607.356658406681,0.0,3214.713316813362,1176.36000126801,861.9933142773416,Cancelled
O004756,2025-08-05,C00073,P0104,S003,2,1574.2381870435063,0.0,3148.476374087013,720.6447031142851,1707.1869678584428,Returned
O004757,2024-01-15,C00608,P0047,S005,2,1531.4392275203684,0.0,3062.8784550407368,836.7729310839944,1389.332592872748,Returned
O004758,2022-10-22,C00006,P0005,S005,8,1681.028619178414,0.0,13448.228953427311,532.2965115850056,9189.856860747268,Returned
O004759,2022-06-07,C00175,P0071,S001,3,1185.0600095336956,0.0,3555.180028601086,829.2668452799361,1067.3794927612785,Returned
O004760,2025-10-23,C00036,P0004,S006,3,1535.1623392347294,0.1,4144.938315933769,705.0742422594221,2029.715589155503,Completed
O004761,2024-02-18,C00252,P0018,S004,1,813.62745595867,0.3,569.5392191710689,790.4735060655274,-220.93428689445847,Completed
O004762,2022-06-29,C00195,P0084,S005,6,1765.1678986565646,0.0,10591.007391939387,280.2814343278883,8909.318785972057,Completed
O004764,2023-05-31,C00381,P0065,S004,6,1655.8633369650167,0.1,8941.66201961109,1039.0832069034636,2707.162778190309,Completed
O004765,2025-11-27,C00077,P0093,S001,1,1713.5477437053562,0.1,1542.1929693348206,740.6553492678091,801.5376200670115,Cancelled
O004766,2023-01-30,C00536,P0037,S012,4,1562.687851129848,0.1,5625.676264067453,445.0739738261109,3845.3803687630098,Completed
O004767,2023-10-12,C00468,P0037,S018,7,1562.687851129848,0.0,10938.814957908937,445.0739738261109,7823.297141126161,Completed
O004768,2025-09-06,C00254,P0094,S014,4,1607.356658406681,0.0,6429.426633626724,1176.36000126801,1034.39197713281,Completed
O004769,2025-01-16,C00070,P0074,S006,1,840.6439277524148,0.0,840.6439277524148,1132.949455552712,-292.3055278002971,Returned
O004770,2025-08-31,C00048,P0093,S006,4,1713.5477437053562,0.1,6168.771877339283,740.6553492678091,3206.150480268046,Completed
O004771,2025-05-13,C00435,P0045,S024,3,1740.9281116643087,0.1,4700.505901493634,659.8815125907777,-2720.861363721301,Cancelled
O004772,2025-07-22,C00550,P0103,S004,4,1705.2277151127846,0.0,6820.910860451138,639.0965854709226,4264.5245185674485,Cancelled
O004773,2022-10-09,C00445,P0094,S016,7,1607.356658406681,0.0,11251.496608846766,1176.36000126801,1810.1859599824177,Returned
O004775,2025-09-03,C00636,P0105,S003,1,1181.886115658219,0.2,945.5088925265752,940.780496023066,4.728396503509316,Cancelled
O004776,2025-10-16,C00132,P0108,S005,1,1074.7239708422867,0.0,1074.7239708422867,606.3378556698561,-468.38611517243055,Completed
O004777,2024-01-19,C00738,P0084,S003,5,1765.1678986565646,0.0,8825.839493282823,280.2814343278883,7424.432321643382,Returned
O004778,2022-12-18,C00155,P0105,S009,5,1181.886115658219,0.0,5909.430578291095,940.780496023066,1205.528098175765,Completed
O004779,2022-07-12,C00617,P0104,S006,7,1574.2381870435063,0.0,11019.667309304548,720.6447031142851,5975.154387504551,Completed
O004780,2025-10-20,C00135,P0004,S002,4,1535.1623392347294,0.0,6140.649356938918,705.0742422594221,3320.352387901229,Returned
O004782,2025-08-10,C00068,P0065,S020,3,1655.8633369650167,0.0,4967.59001089505,1039.0832069034636,1850.340390184659,Cancelled
O004783,2022-11-23,C00051,P0005,S002,8,1681.028619178414,0.1,12103.406058084582,532.2965115850056,7845.033965404536,Returned
O004784,2023-07-28,C00599,P0102,S008,6,1704.6157277532873,0.0,10227.694366519723,337.8075004305419,8200.849363936471,Returned
O004785,2022-02-20,C00025,P0097,S002,7,1686.8417237351211,0.0,11807.892066145849,849.7825340575203,5859.414327743207,Completed
O004786,2024-08-16,C00720,P0047,S006,4,1531.4392275203684,0.1,5513.181219073326,836.7729310839944,2166.089494737349,Completed
O004787,2022-09-22,C00364,P0063,S006,4,1270.449831301123,0.3,3557.259527643144,864.4007695695038,99.65644936512854,Cancelled
O004788,2023-06-11,C00488,P0053,S004,4,1748.2126740940705,0.1,6293.565626738653,275.94951834744853,5189.767553348859,Completed
O004789,2023-11-23,C00185,P0047,S010,4,1531.4392275203684,0.1,5513.181219073326,836.7729310839944,2166.089494737349,Returned
O004790,2024-04-12,C00791,P0065,S008,1,1655.8633369650167,0.0,1655.8633369650167,1039.0832069034636,-616.7801300615531,Completed
O004791,2025-05-28,C00355,P0037,S005,1,1562.687851129848,0.0,1562.687851129848,445.0739738261109,1117.6138773037371,Completed
O004792,2025-08-07,C00052,P0097,S008,3,1686.8417237351211,0.0,5060.525171205363,849.7825340575203,-2511.1775690328022,Returned
O004793,2022-11-19,C00295,P0047,S021,3,1531.4392275203684,0.1,4134.885914304995,836.7729310839944,1624.5671210530118,Returned
O004794,2024-08-27,C00227,P0053,S020,4,1748.2126740940705,0.0,6992.850696376281,275.94951834744853,5889.052622986487,Returned
O004795,2022-08-18,C00581,P0015,S004,2,1305.1486947472015,0.4,1566.178433696642,540.361454916419,485.4555238638041,Cancelled
O004796,2023-10-08,C00478,P0053,S006,4,1748.2126740940705,0.0,6992.850696376281,275.94951834744853,5889.052622986487,Completed
O004798,2025-05-09,C00221,P0035,S009,4,1769.129510127903,0.0,7076.518040511612,859.3103436057877,3639.276666088461,Returned
O004800,2023-06-02,C00154,P0035,S004,6,1769.129510127903,0.0,10614.777060767416,859.3103436057877,5458.914999132691,Completed
O004801,2024-06-23,C00521,P0004,S002,1,1535.1623392347294,0.1,1381.6461053112564,705.0742422594221,676.5718630518343,Completed
O004802,2025-07-08,C00058,P0037,S011,1,1562.687851129848,0.0,1562.687851129848,445.0739738261109,1117.6138773037371,Completed
O004803,2023-01-21,C00603,P0094,S001,6,1607.356658406681,0.0,9644.139950440083,1176.36000126801,2585.979942832024,Completed
O004804,2022-05-03,C00527,P0028,S002,1,1607.2491532161218,0.1,1446.5242378945095,606.736710579563,839.7875273149467,Returned
O004805,2025-08-14,C00565,P0120,S003,1,1151.031603374418,0.4,690.6189620246507,380.69183971697566,309.92712230767506,Returned
O004806,2022-09-04,C00029,P0047,S004,7,1531.4392275203684,0.0,10720.07459264258,836.7729310839944,4862.664075054618,Completed
O004807,2023-08-16,C00729,P0104,S002,5,1574.2381870435063,0.0,7871.190935217533,720.6447031142851,4267.967419646107,Cancelled
O004808,2024-02-15,C00790,P0104,S017,2,1574.2381870435063,0.1,2833.628736678312,720.6447031142851,1392.3393304497415,Completed
O004809,2023-11-16,C00507,P0104,S011,6,1574.2381870435063,0.0,9445.42912226104,720.6447031142851,5121.560903575329,Completed
O004810,2023-10-05,C00111,P0097,S005,2,1686.8417237351211,0.1,3036.315102723218,849.7825340575203,1336.7500346081774,Returned
O004811,2024-03-21,C00594,P0028,S005,4,1607.2491532161218,0.1,5786.096951578039,606.736710579563,3359.150109259787,Returned
O004812,2023-11-02,C00459,P0002,S006,4,733.5676740598838,0.3,2053.9894873676744,268.48596723368223,980.0456184329456,Cancelled
O004813,2022-11-11,C00091,P0028,S017,6,1607.2491532161218,0.1,8679.145427367057,606.736710579563,5038.725163889679,Completed
O004814,2025-02-28,C00347,P0093,S006,4,1713.5477437053562,0.1,6168.771877339283,740.6553492678091,3206.150480268046,Cancelled
O004816,2024-09-19,C00440,P0084,S003,2,1765.1678986565646,0.0,3530.335797313129,280.2814343278883,2969.7729286573526,Cancelled
O004817,2023-03-15,C00405,P0013,S001,6,1542.7386513719466,0.0,9256.43190823168,378.7947359883192,6983.663492301765,Returned
O004818,2022-11-14,C00798,P0047,S001,8,1531.4392275203684,0.0,12251.513820162949,836.7729310839944,5557.330371490992,Completed
O004819,2024-01-11,C00621,P0093,S006,3,1713.5477437053562,0.0,5140.643231116069,740.6553492678091,2918.6771833126413,Completed
O004820,2022-12-07,C00684,P0094,S006,7,1607.356658406681,0.0,11251.496608846766,1176.36000126801,3016.976599970696,Cancelled
O004821,2025-03-08,C00569,P0093,S001,4,1713.5477437053562,0.1,6168.771877339283,740.6553492678091,3206.150480268046,Returned
O004822,2025-10-18,C00480,P0065,S001,4,1655.8633369650167,0.0,6623.453347860067,1039.0832069034636,2467.1205202462124,Completed
O004824,2024-06-16,C00387,P0005,S004,3,1681.028619178414,0.1,4538.777271781718,532.2965115850056,2941.887737026701,Cancelled
O004825,2025-11-09,C00579,P0104,S001,2,1574.2381870435063,0.0,3148.476374087013,720.6447031142851,1707.1869678584428,Cancelled
O004826,2023-03-07,C00365,P0004,S006,7,1535.1623392347294,0.0,10746.136374643103,705.0742422594221,5810.61667882715,Completed
O004827,2024-12-20,C00170,P0103,S006,4,1705.2277151127846,0.1,6138.819774406024,639.0965854709226,3582.433432522334,Returned
O004828,2023-01-13,C00459,P0093,S002,7,1713.5477437053562,0.1,10795.350785343744,740.6553492678091,5610.7633404690805,Completed
O004829,2024-09-26,C00621,P0005,S014,4,1681.028619178414,0.0,6724.114476713657,532.2965115850056,2756.9570582241804,Completed
O004830,2024-08-27,C00198,P0094,S004,2,1607.356658406681,0.0,3214.713316813362,1176.36000126801,861.9933142773416,Completed
O004832,2023-09-03,C00526,P0028,S001,5,1607.2491532161218,0.1,7232.621189472548,606.736710579563,4198.937636574734,Returned
O004833,2022-12-12,C00533,P0047,S006,6,1531.4392275203684,0.0,9188.63536512221,836.7729310839944,4167.997778618244,Returned
O004834,2025-06-15,C00773,P0035,S020,1,1769.129510127903,0.1,1592.216559115113,859.3103436057877,732.906215509325,Completed
O004835,2025-10-25,C00438,P0098,S005,1,951.7678026559408,0.4,571.0606815935644,472.0878166180368,-98.9728649755276,Cancelled
O004836,2024-05-04,C00554,P0030,S003,1,1084.0703223628498,0.2,867.2562578902798,526.6833755378995,340.5728823523804,Completed
O004837,2025-11-25,C00594,P0112,S002,1,1164.0974391726738,0.2,931.2779513381392,1721.1607030002417,789.8827516621024,Completed
O004838,2023-07-03,C00506,P0053,S021,4,1748.2126740940705,0.0,6992.850696376281,275.94951834744853,5889.052622986487,Completed
O004839,2025-07-17,C00721,P0071,S003,1,1185.0600095336956,0.3,829.5420066735869,829.2668452799361,-0.2751613936508192,Completed
O004840,2022-06-07,C00032,P0045,S003,9,1740.9281116643087,0.0,15668.35300497878,659.8815125907777,9729.41939166178,Completed
O004841,2025-07-08,C00200,P0045,S002,1,1740.9281116643087,0.0,1740.9281116643087,659.8815125907777,1081.046599073531,Completed
O004842,2024-03-19,C00608,P0102,S003,4,1704.6157277532873,0.0,6818.462911013149,337.8075004305419,5467.232909290981,Completed
O004844,2024-09-18,C00019,P0045,S003,3,1740.9281116643087,0.0,5222.784334992926,659.8815125907777,3243.139797220593,Completed
O004846,2022-01-16,C00386,P0089,S005,5,688.7173458519813,0.2,2754.869383407926,687.6450582214873,-683.3559076995107,Cancelled
O004847,2023-03-12,C00224,P0023,S010,5,1167.4205054126812,0.3,4085.971768944384,743.8203307449207,-366.8701152197805,Returned
O004848,2022-08-21,C00312,P0053,S006,6,1748.2126740940705,0.1,9440.34844010798,275.94951834744853,7784.651330023289,Returned
O004849,2025-06-21,C00707,P0037,S002,2,1562.687851129848,0.0,3125.375702259696,445.0739738261109,2235.2277546074743,Returned
O004850,2022-01-23,C00261,P0093,S002,6,1713.5477437053562,0.0,10281.286462232138,740.6553492678091,5837.354366625283,Completed
O004851,2022-04-06,C00207,P0004,S005,6,1535.1623392347294,0.0,9210.974035408375,705.0742422594221,4980.528581851844,Cancelled
O004852,2025-07-08,C00683,P0083,S002,2,629.4026259652002,0.3,881.1636763512802,633.1609610054468,385.1582456596134,Completed
O004853,2022-02-21,C00560,P0102,S006,6,1704.6157277532873,0.0,10227.694366519723,337.8075004305419,8200.849363936471,Completed
O004854,2022-10-12,C00394,P0097,S006,8,1686.8417237351211,0.1,12145.260410892872,849.7825340575203,5347.00013843271,Completed
O004855,2024-01-10,C00115,P0084,S003,4,1765.1678986565646,0.0,7060.671594626258,280.2814343278883,5939.545857314705,Completed
O004856,2024-06-13,C00763,P0094,S006,3,1607.356658406681,0.0,4822.069975220043,1176.36000126801,1292.989971416012,Completed
O004859,2023-01-03,C00773,P0065,S004,6,1655.8633369650167,0.1,8941.66201961109,1039.0832069034636,2707.162778190309,Completed
O004860,2024-06-04,C00588,P0035,S001,1,1769.129510127903,0.0,1769.129510127903,859.3103436057877,909.8191665221152,Cancelled
O004861,2022-06-21,C00690,P0065,S001,7,1655.8633369650167,0.1,10431.939022879606,1039.0832069034636,3158.356574555361,Completed
O004863,2024-07-05,C00328,P0065,S003,2,1655.8633369650167,0.0,3311.726673930033,1039.0832069034636,1233.5602601231062,Completed
O004864,2025-01-26,C00517,P0013,S002,3,1542.7386513719466,0.1,4165.394358704256,378.7947359883192,3029.0101507392983,Cancelled
O004865,2024-06-12,C00671,P0013,S001,1,1542.7386513719466,0.0,1542.7386513719466,378.7947359883192,1163.9439153836274,Completed
O004867,2023-10-22,C00172,P0035,S002,6,1769.129510127903,0.1,9553.299354690676,859.3103436057877,4397.43729305595,Returned
O004868,2025-08-06,C00562,P0037,S006,3,1562.687851129848,0.0,4688.063553389544,445.0739738261109,3352.841631911211,Completed
O004869,2025-03-02,C00370,P0047,S005,2,1531.4392275203684,0.0,3062.8784550407368,836.7729310839944,1389.332592872748,Completed
O004870,2022-07-04,C00201,P0009,S009,6,709.6995282034786,0.2,3406.5577353766976,859.860785580563,-1752.60697810668,Returned
O004871,2024-12-29,C00043,P0084,S002,5,1765.1678986565646,0.1,7943.255543954541,280.2814343278883,6541.8483723151,Returned
O004872,2023-10-07,C00394,P0013,S003,5,1542.7386513719466,0.1,6942.32393117376,378.7947359883192,5048.350251232164,Completed
O004873,2022-07-01,C00581,P0028,S003,8,1607.2491532161218,0.1,11572.193903156078,606.736710579563,6718.300218519574,Returned
O004874,2024-11-10,C00680,P0102,S001,2,1704.6157277532873,0.0,3409.2314555065745,337.8075004305419,2733.61645464549,Cancelled
O004876,2023-05-20,C00103,P0004,S001,6,1535.1623392347294,0.0,9210.974035408375,705.0742422594221,4980.528581851844,Cancelled
O004878,2022-09-22,C00040,P0028,S004,7,1607.2491532161218,0.1,10125.669665261568,606.736710579563,5878.512691204627,Completed
O004879,2022-07-13,C00777,P0005,S004,3,1681.028619178414,0.1,4538.777271781718,532.2965115850056,2941.887737026701,Completed
O004881,2023-09-18,C00331,P0103,S006,5,1705.2277151127846,0.0,8526.138575563924,639.0965854709226,5330.655648209311,Completed
O004882,2022-11-01,C00187,P0094,S006,4,1607.356658406681,0.0,6429.426633626724,1176.36000126801,1723.9866285546832,Cancelled
O004883,2024-12-09,C00179,P0013,S012,5,1542.7386513719466,0.0,7713.693256859733,378.7947359883192,5819.719576918137,Returned
O004884,2022-12-18,C00718,P0102,S006,2,1704.6157277532873,0.1,3068.308309955917,337.8075004305419,2392.693309094833,Returned
O004885,2025-11-02,C00628,P0103,S009,5,1705.2277151127846,0.0,8526.138575563924,639.0965854709226,5330.655648209311,Completed
O004886,2025-03-24,C00316,P0104,S005,2,1574.2381870435063,0.0,3148.476374087013,720.6447031142851,1707.1869678584428,Returned
O004887,2023-08-10,C00600,P0097,S004,8,1686.8417237351211,0.0,13494.73378988097,849.7825340575203,6696.473517420807,Completed
O004889,2025-02-06,C00160,P0054,S004,1,1314.8116771059183,0.3,920.3681739741428,1770.0428167934515,-849.6746428193088,Returned
O004891,2022-04-26,C00799,P0053,S002,4,1748.2126740940705,0.1,6293.565626738653,275.94951834744853,5189.767553348859,Completed
O004892,2022-08-27,C00201,P0093,S004,7,1713.5477437053562,0.0,11994.834205937494,740.6553492678091,6810.24676106283,Cancelled
O004893,2025-11-12,C00721,P0023,S014,1,1167.4205054126812,0.3,817.1943537888768,743.8203307449207,44.02441382637364,Returned
O004895,2022-08-29,C00298,P0114,S003,7,1207.5241121582396,0.3,5916.8681495753735,699.0967628557487,-1023.1908095851322,Completed
O004896,2022-06-22,C00301,P0037,S005,4,1562.687851129848,0.1,5625.676264067453,445.0739738261109,3845.3803687630098,Cancelled
O004897,2024-09-06,C00568,P0103,S003,5,1705.2277151127846,0.0,8526.138575563924,639.0965854709226,5330.655648209311,Cancelled
O004898,2023-01-03,C00077,P0099,S002,5,1016.9416622801062,0.2,4067.766649120425,802.5157654742326,55.18782174926218,Completed
O004899,2025-07-02,C00626,P0104,S004,3,1574.2381870435063,0.0,4722.71456113052,720.6447031142851,2560.7804517876643,Completed
O004900,2023-05-31,C00453,P0037,S005,4,1562.687851129848,0.0,6250.751404519392,445.0739738261109,4470.4555092149485,Completed
O004901,2023-06-03,C00634,P0102,S006,3,1704.6157277532873,0.0,5113.847183259862,337.8075004305419,4100.424681968236,Returned
O004902,2024-02-07,C00063,P0073,S012,2,1217.0892584502838,0.3,1703.9249618303973,496.9566985491522,710.0115647320928,Returned
O004904,2024-09-10,C00477,P0023,S008,1,1167.4205054126812,0.2,933.936404330145,743.8203307449207,-190.11607358522429,Completed
O004905,2023-06-17,C00516,P0102,S001,3,1704.6157277532873,0.0,5113.847183259862,337.8075004305419,4100.424681968236,Completed
O004906,2022-10-15,C00656,P0005,S008,5,1681.028619178414,0.0,8405.14309589207,532.2965115850056,5743.660537967042,Returned
O004907,2022-12-11,C00648,P0084,S021,5,1765.1678986565646,0.0,8825.839493282823,280.2814343278883,7424.432321643382,Returned
O004908,2022-01-28,C00610,P0028,S001,6,1607.2491532161218,0.1,8679.145427367057,606.736710579563,5038.725163889679,Returned
O004910,2024-11-28,C00010,P0077,S021,1,1062.2632578399298,0.2,849.8106062719439,422.0075235857207,427.80308268622326,Returned
O004911,2022-06-08,C00010,P0035,S003,3,1769.129510127903,0.0,5307.388530383709,859.3103436057877,2729.4574995663456,Completed
O004912,2022-08-09,C00046,P0041,S006,2,1013.0401262343142,0.3,1418.25617672804,470.5059057667369,-477.24436519456617,Completed
O004915,2025-12-08,C00634,P0005,S001,3,1681.028619178414,0.1,4538.777271781718,532.2965115850056,2941.887737026701,Returned
O004916,2024-02-19,C00034,P0037,S003,6,1562.687851129848,0.0,9376.127106779088,445.0739738261109,6705.683263822422,Completed
O004917,2025-08-18,C00264,P0053,S003,4,1748.2126740940705,0.0,6992.850696376281,275.94951834744853,5889.052622986487,Returned
O004918,2022-01-29,C00723,P0070,S006,7,1688.8437954775063,0.0,11821.906568342543,959.5815292476168,5104.835863609227,Returned
O004919,2022-05-19,C00726,P0046,S002,2,877.3507747433385,0.4,1052.8209296920063,1018.2353186162072,-983.6497075404084,Cancelled
O004921,2025-04-29,C00481,P0065,S004,6,1655.8633369650167,0.0,9935.1800217901,1039.0832069034636,3700.680780369318,Completed
O004922,2024-03-09,C00103,P0035,S006,1,1769.129510127903,0.0,1769.129510127903,859.3103436057877,909.8191665221152,Completed
O004923,2024-01-26,C00791,P0097,S018,4,1686.8417237351211,0.0,6747.366894940485,849.7825340575203,-3348.236758710404,Cancelled
O004924,2023-04-16,C00027,P0070,S004,5,1688.8437954775063,0.0,8444.218977387533,959.5815292476168,3646.311331149449,Completed
O004925,2024-12-22,C00393,P0047,S005,3,1531.4392275203684,0.0,4594.317682561105,836.7729310839944,2083.998889309122,Returned
O004926,2022-01-31,C00403,P0054,S003,1,1314.8116771059183,0.0,1314.8116771059183,1770.0428167934515,-455.2311396875332,Completed
O004927,2024-09-22,C00091,P0053,S003,4,1748.2126740940705,0.0,6992.850696376281,275.94951834744853,5889.052622986487,Cancelled
O004928,2022-09-23,C00107,P0093,S006,5,1713.5477437053562,0.1,7710.964846674104,740.6553492678091,4007.688100335058,Completed
O004929,2022-09-25,C00358,P0045,S001,4,1740.9281116643087,0.0,6963.712446657235,659.8815125907777,4324.186396294124,Completed
O004930,2023-10-21,C00251,P0070,S003,6,1688.8437954775063,0.0,10133.06277286504,959.5815292476168,4375.573597379339,Returned
O004932,2024-07-28,C00768,P0063,S009,1,1270.449831301123,0.4,762.2698987806738,864.4007695695038,-102.13087078883008,Completed
O004933,2023-11-08,C00430,P0103,S024,7,1705.2277151127846,0.0,11936.594005789491,639.0965854709226,7462.917907493033,Returned
O004936,2025-07-02,C00632,P0097,S005,5,1686.8417237351211,0.0,8434.208618675606,849.7825340575203,4185.295948388005,Completed
O004937,2022-10-19,C00039,P0070,S003,4,1688.8437954775063,0.1,6079.837663719024,959.5815292476168,2241.511546728557,Returned
O004938,2022-01-02,C00132,P0097,S011,5,1686.8417237351211,0.0,8434.208618675606,849.7825340575203,4185.295948388005,Cancelled
O004939,2022-10-21,C00712,P0065,S003,7,1655.8633369650167,0.0,11591.043358755118,1039.0832069034636,4317.460910430873,Cancelled
O004940,2022-05-22,C00254,P0026,S005,5,774.5325062636102,0.0,3872.662531318051,351.219130870717,2116.5668769644662,Cancelled
O004941,2022-11-26,C00445,P0104,S002,6,1574.2381870435063,0.0,9445.42912226104,720.6447031142851,5121.560903575329,Completed
O004942,2022-02-14,C00405,P0004,S001,4,1535.1623392347294,0.1,5526.584421245026,705.0742422594221,2706.287452207337,Completed
O004943,2023-02-23,C00511,P0104,S005,5,1574.2381870435063,0.0,7871.190935217533,720.6447031142851,4267.967419646107,Returned
O004944,2023-01-22,C00618,P0004,S004,8,1535.1623392347294,0.1,11053.168842490051,705.0742422594221,5412.574904414674,Completed
O004945,2025-09-11,C00628,P0004,S001,3,1535.1623392347294,0.0,4605.4870177041885,705.0742422594221,2490.264290925922,Completed
O004946,2024-09-12,C00756,P0028,S002,4,1607.2491532161218,0.0,6428.996612864487,606.736710579563,4002.0497705462353,Completed
O004947,2022-05-06,C00666,P0094,S001,6,1607.356658406681,0.0,9644.139950440083,1176.36000126801,2585.979942832024,Cancelled
O004948,2023-05-27,C00017,P0104,S002,6,1574.2381870435063,0.0,9445.42912226104,720.6447031142851,5121.560903575329,Completed
O004949,2022-06-28,C00701,P0047,S006,4,1531.4392275203684,0.0,6125.7569100814735,836.7729310839944,2778.665185745496,Completed
O004950,2022-03-06,C00511,P0104,S006,5,1574.2381870435063,0.1,7084.07184169578,720.6447031142851,3480.848326124354,Returned
O004951,2024-08-07,C00319,P0104,S004,1,1574.2381870435063,0.1,1416.814368339156,720.6447031142851,696.1696652248708,Cancelled
O004952,2023-12-15,C00629,P0084,S005,4,1765.1678986565646,0.0,7060.671594626258,280.2814343278883,5939.545857314705,Cancelled
O004953,2025-11-26,C00052,P0094,S024,1,1607.356658406681,0.0,1607.356658406681,1176.36000126801,-430.9966571386708,Completed
O004954,2024-02-21,C00551,P0065,S002,3,1655.8633369650167,0.0,4967.59001089505,1039.0832069034636,1850.340390184659,Completed
O004957,2023-05-28,C00289,P0093,S014,4,1713.5477437053562,0.0,6854.190974821425,740.6553492678091,2334.9417466501127,Completed
O004958,2023-10-18,C00489,P0045,S010,6,1740.9281116643087,0.1,9401.011802987268,659.8815125907777,5441.722727442602,Returned
O004959,2022-11-18,C00262,P0104,S018,5,1574.2381870435063,0.0,7871.190935217533,720.6447031142851,4267.967419646107,Completed
O004960,2024-07-17,C00598,P0107,S015,1,1251.186182051069,0.3,875.8303274357482,1193.896572093022,190.8397467943641,Cancelled
O004961,2022-04-20,C00172,P0065,S006,5,1655.8633369650167,0.1,7451.385016342576,1039.0832069034636,2255.9689818252573,Completed
O004962,2022-11-19,C00474,P0094,S002,8,1607.356658406681,0.1,11572.967940528102,1176.36000126801,2162.087930384021,Completed
O004963,2022-11-26,C00618,P0103,S005,7,1705.2277151127846,0.0,11936.594005789491,639.0965854709226,7462.917907493033,Completed
O004964,2025-04-26,C00394,P0106,S010,1,1461.6138009600795,0.4,876.9682805760477,128.8362243649658,748.1320562110819,Cancelled
O004965,2025-07-03,C00301,P0097,S004,3,1686.8417237351211,0.0,5060.525171205363,849.7825340575203,2511.1775690328022,Cancelled
O004966,2024-06-04,C00031,P0065,S005,4,1655.8633369650167,0.0,6623.453347860067,1039.0832069034636,2467.1205202462124,Cancelled
O004968,2023-06-08,C00500,P0035,S017,5,1769.129510127903,0.0,8845.647550639515,859.3103436057877,4549.095832610576,Cancelled
O004969,2022-04-03,C00631,P0005,S001,4,1681.028619178414,0.0,6724.114476713657,532.2965115850056,4594.928430373634,Completed
O004970,2024-05-17,C00715,P0065,S024,1,1655.8633369650167,0.0,1655.8633369650167,1039.0832069034636,616.7801300615531,Completed
O004971,2022-04-28,C00034,P0040,S004,3,615.5513749444788,0.0,1846.6541248334363,986.6411716764812,-1113.2693901960072,Returned
O004972,2023-05-10,C00424,P0104,S002,7,1574.2381870435063,0.0,11019.667309304548,720.6447031142851,5975.154387504551,Completed
O004973,2023-03-30,C00764,P0002,S019,1,733.5676740598838,0.3,513.4973718419186,268.48596723368223,245.0114046082364,Completed
O004974,2024-02-29,C00354,P0045,S002,1,1740.9281116643087,0.1,1566.8353004978778,659.8815125907777,906.9537879071,Cancelled
O004975,2025-08-19,C00779,P0004,S022,5,1535.1623392347294,0.0,7675.811696173647,705.0742422594221,4150.440484876536,Returned
O004976,2024-09-30,C00697,P0065,S001,1,1655.8633369650167,0.1,1490.277003268515,1039.0832069034636,451.1937963650514,Completed
O004978,2022-08-13,C00432,P0047,S022,3,1531.4392275203684,0.1,4134.885914304995,836.7729310839944,-1624.5671210530118,Returned
